"id","Csize","life_cycle","subspecies","country"
"A_Ichthyosaura_alpestris_NMW_8866-7_mandible",1.26294847626959,"paedomorphic","alpestris","Bosnia"
"A_Ichthyosaura_alpestris_NMW_8866-8_mandible",1.26269246854436,"paedomorphic","alpestris","Bosnia"
"A_Ichthyosaura_alpestris_NMW_8866-9_mandible",1.3186237788684,"paedomorphic","alpestris","Bosnia"
"A_Ichthyosaura_alpestris_SMA_14018_mandible",1.22772866756201,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_14019_mandible",1.21045657137401,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_14020_mandible",1.20204122356326,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20401_mandible",1.24297350985946,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20402_mandible",1.24102077245128,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20403_mandible",1.25625125641415,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20404_mandible",1.20928863813569,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20405_mandible",1.1965413344316,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20406_mandible",1.16912854040386,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20407_mandible",1.15930567262491,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20408_mandible",1.19872820487558,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20409_mandible",1.24071833398689,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20410_mandible",1.16885832967235,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20411_mandible",1.16719194491474,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20412_mandible",1.21166121897515,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20413_mandible",1.19150282255715,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20414_mandible",1.20670628208478,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20415_mandible",1.12356849142906,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20416_mandible",1.14938578478101,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20417_mandible",1.18530422736471,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20418_mandible",1.15629297791711,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_20526_mandible",1.24173883704505,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22886_mandible",1.27599436588374,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22887_mandible",1.26170928936334,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22888_mandible",1.28686370140605,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22889_mandible",1.29207035396536,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22890_mandible",1.26265631013723,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22891_mandible",1.26799899082062,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22892_mandible",1.18632738001445,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22893_mandible",1.22472549991847,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22894_mandible",1.15216511194923,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22895_mandible",1.21781554922197,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22896_mandible",1.19145373888689,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22897_mandible",1.20979258672482,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22898_mandible",1.19107416672047,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22899_mandible",1.15015564999621,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22900_mandible",1.2347398814122,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22901_mandible",1.18541555645103,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22902_mandible",1.16833505378214,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22903_mandible",1.21016310052529,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22904_mandible",1.19162086062055,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22905_mandible",1.19670639150004,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22906_mandible",1.21620953759424,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22907_mandible",1.1851693983617,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22908_mandible",1.21704179903978,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22909_mandible",1.17474392546023,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22910_mandible",1.22683310257759,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22911_mandible",1.16439369898144,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22912_mandible",1.15151899369531,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22913_mandible",1.20347977030503,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22914_mandible",1.21879508594345,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22916_mandible",1.16456096578415,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22917_mandible",1.199048418717,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22918_mandible",1.18507604356951,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22919_mandible",1.16913315205851,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22920_mandible",1.21871238219191,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22921_mandible",1.21468432413685,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22922_mandible",1.18450387934228,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22923_mandible",1.17120434553621,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22924_mandible",1.2818140827703,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22925_mandible",1.27324307076286,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22926_mandible",1.35770750022917,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22927_mandible",1.30061583038314,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22928_mandible",1.31114557977809,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22929_mandible",1.26592576717995,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22930_mandible",1.25046958866965,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22931_mandible",1.24774346108275,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22932_mandible",1.19622321604187,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22933_mandible",1.28509909725255,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22934_mandible",1.20762470299983,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22935_mandible",1.25477192337854,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22936_mandible",1.25240443444206,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22965-1_mandible",1.1481199749975,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22966_mandible",1.18222479849627,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22967_mandible",1.25104351154281,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22968_mandible",1.26091196833194,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22969_mandible",1.22506029770824,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22970_mandible",1.22975033155316,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22971_mandible",1.16447294283698,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22972_mandible",1.16451795123679,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22973_mandible",1.16312424289841,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22974_mandible",1.26512799705465,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_22975_mandible",1.255462217428,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7902_mandible",1.24616379546642,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7903_mandible",1.25243842392245,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7908_mandible",1.28833704443479,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7910_mandible",1.24804035743424,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7912_mandible",1.24689016595819,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7913_mandible",1.23900762424996,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7914_mandible",1.21509722166537,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7919_mandible",1.24236237328327,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7920_mandible",1.24011787928076,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7922_mandible",1.25308177527513,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7923_mandible",1.2281442047772,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7924_mandible",1.27108353127831,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7925_mandible",1.27293768539891,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7927_mandible",1.22923029759679,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7930_mandible",1.24000545387179,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7932_mandible",1.19009983736821,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7935_mandible",1.18579110254623,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7936_mandible",1.16812390690744,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7937_mandible",1.15817885004602,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7938_mandible",1.1653171081896,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7939_mandible",1.17006916436015,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7941_mandible",1.31245121837473,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7942_mandible",1.17938868863184,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7943_mandible",1.2735989179891,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7947_mandible",1.283568032587,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7949_mandible",1.27854036089008,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7952_mandible",1.16301321682633,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7955_mandible",1.1912852338477,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7956_mandible",1.35351897216647,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7958_mandible",1.28001072944756,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7960_mandible",1.22401096625119,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7962_mandible",1.29545741199614,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7963_mandible",1.26624044326872,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7964_mandible",1.26812627512755,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7965_mandible",1.27557970854989,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7966_mandible",1.18148370800872,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7967_mandible",1.14949417029364,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7978_mandible",1.18923626153645,"paedomorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7979_mandible",1.26836911180099,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7984_mandible",1.24956957714863,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7987_mandible",1.26230986892181,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7988_mandible",1.24616271211527,"undergoing metamorphosis","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7990_mandible",1.16008552963536,"metamorphic","apuana","Italy"
"A_Ichthyosaura_alpestris_SMA_7991-1_mandible",1.15485017423806,"paedomorphic","apuana","Italy"
