id;sub-species;life_cycle;country;locality;svl;r_interlimb_l;l_interlimb_l;body_h;head_l;head_w;head_h;r_lower_jaw_l;r_humerus;r_radius;r_metacarpus;r_toe_fore;r_femur;r_tibia;r_metatarsus;r_toe_hind;l_lower_jaw_l;l_humerus;l_radius;l_metacarpus;l_toe_fore;l_femur;l_tibia;l_metatarsus;l_toe_hind;tail
22929;apuana;undergoing metamorphosis;Italy;Lago Baccio. Modena;42.65;18.22;18.22;6.23;9.64;8.43;4.5;8.19;6.28;3.9;1.95;2.67;5.22;3.92;2.29;2.93;8.3;5.73;3.67;2.19;3.2;5.44;3.46;2.24;3.11;36.58
22936;apuana;undergoing metamorphosis;Italy;Lago Baccio. Modena;40.35;17.67;17.67;5.96;9.75;8.1;4.5;8.32;5.22;3.92;1.95;2.9;4.9;3.56;2.4;2.59;7.83;5.8;3.6;2.8;2.43;5;3.47;1.96;2.52;31.02
22930;apuana;undergoing metamorphosis;Italy;Lago Baccio. Modena;40.67;17.24;17.24;6.17;9.99;7.95;3.98;8.4;5.55;3.82;1.96;2.71;4.81;3.53;1.98;2.6;8.12;5.36;3.67;1.95;2.59;4.79;3.46;2.43;2.79;33.15
22927;apuana;paedomorphic;Italy;Lago Baccio. Modena;50.57;21.88;21.88;7.83;12.67;10.3;5.91;9.56;6.71;4.76;2.2;3.24;7.7;4.54;2.58;3.43;9.3;7.11;4.84;2.25;2.89;6.54;4.46;2.49;3.44;41.65
22926;apuana;paedomorphic;Italy;Lago Baccio. Modena;53.54;24.18;24.18;8.67;12.8;11.29;5.84;10.69;8.1;5.6;2.33;3.46;6.72;5.16;2.58;3.44;10.61;7.7;4.73;2.45;3.34;7.22;4.48;2.81;3.9;45.76
22928;apuana;paedomorphic;Italy;Lago Baccio. Modena;49.95;20.88;20.79;8.48;12.24;10.36;5.53;9.95;7.13;5.3;2.62;3.3;6.62;5.5;2.88;4.1;9.21;7.69;4.49;2.57;3.61;7.7;4.92;2.96;4.7;44.31
20401;apuana;metamorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;41.05;17.19;17.19;6.81;8.9;7.75;4.58;8.26;5.96;4.78;2.34;2.82;5.5;3.97;2.52;3.57;7.54;5.67;3.72;2.24;2.87;4.86;3.8;2.63;3.32;32.26
20403;apuana;metamorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;41.79;18.4;18.4;6.71;9.2;7.88;4.78;8.75;5.44;4.33;2.26;3.3;5.47;3.87;2.35;3.19;7.78;5.79;4.33;2.37;2.9;5.28;3.99;2.47;3.16;31.24
20402;apuana;metamorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;39.55;16.51;16.51;6.33;9.11;7.77;4.29;7.65;6.5;4.29;1.98;2.95;5.98;3.8;2.37;3.42;7.48;5.65;4.32;1.93;2.85;5.6;4.27;2.31;3.15;30.38
20404;apuana;paedomorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;40.12;17.62;17.62;6.48;9.38;7.46;4.91;7.69;6.13;4.11;2.17;2.61;5.67;4.11;2.27;3.3;7.54;4.63;3.81;2.16;2.89;5.17;4.28;2.37;2.96;27.59
20407;apuana;paedomorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;37.74;14.87;14.87;7.2;9.13;7.29;4.95;7.29;5.62;4.1;1.89;2.44;5.5;3.75;2.15;2.7;7.27;5.62;3.95;1.81;2.57;4.31;3.23;2.16;2.87;27.51
20406;apuana;paedomorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;38.39;15.71;15.71;6.62;9.18;7.2;5.4;7.4;5.21;3.68;2.9;2.47;5.62;3.88;2.9;2.62;6.83;5.19;3.87;2.5;2.85;4.75;3.81;2.24;3.1;26.57
20408;apuana;paedomorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;36.78;15.17;15.17;6.13;8.93;6.92;4.24;7.32;5.64;3.38;1.91;2.15;5.2;3.45;2.7;2.81;6.94;5.88;3.74;1.83;2.67;5.46;3.53;2.1;2.84;27.59
20405;apuana;paedomorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;38.72;15.53;15.53;6.88;10.43;7.36;4.97;7.83;5.1;3.8;1.99;2.4;4.96;3.49;2.9;2.58;7.25;5.31;3.87;1.91;2.71;5.22;3.86;2.24;3.17;24.58
20413;apuana;paedomorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;39.36;17.12;17.12;7.13;9.7;7.63;4.64;7.62;5.63;3.82;1.91;2.31;5.65;4.17;1.93;2.75;7.12;5.99;3.3;1.79;2.13;5.94;3.91;1.68;2.46;29.18
20409;apuana;paedomorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;41.26;17.22;17.22;7.36;10.9;7.9;5.51;8.51;5.87;4.26;2.6;2.62;6.3;4.2;2.43;2.92;7.77;6.94;4.34;1.9;2.75;7.6;4.28;2.18;3.26;31
20414;apuana;paedomorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;39.19;17.3;17.3;6.76;10.63;7.52;4.94;7.3;5.7;3.34;1.71;1.93;5.22;3.54;1.83;2.3;7.69;5.34;3.49;1.49;2.47;4.45;3.9;1.58;2.29;30.43
20418;apuana;paedomorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;35.2;14.71;14.71;6.95;8.85;6.42;4.59;6.86;5.52;3.3;1.55;1.97;4.7;3.28;1.68;2.38;6.87;5.32;3.9;1.7;2.31;4.52;3.77;1.86;2.69;29.87
20417;apuana;paedomorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;35.14;14.18;14.18;6.24;8.7;7.6;4.19;7.4;5.12;3.22;1.63;2.69;5.31;3.25;1.89;2.46;7.7;5.39;3.29;1.46;2.21;4.66;3.42;2.23;2.69;29.29
20415;apuana;paedomorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;35.53;15.57;15.57;6.16;9.8;6.9;4.44;7.4;5;3.76;1.76;2.31;5.42;3.81;2.5;2.15;6.27;4.44;3.27;1.8;2.27;5.3;2.92;1.88;2.9;28.79
20416;apuana;paedomorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;35.22;14.99;14.99;7.5;9.61;7.15;4.61;7.12;5.5;3.37;1.78;2.16;4.8;3.1;1.79;2.61;6.87;4.93;3.34;1.72;2.33;4.23;3.19;1.91;2.56;27.95
20410;apuana;paedomorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;38.55;16.2;16.2;6.6;9.19;7.4;4.68;6.84;4.61;3.9;1.71;2.2;4.83;3.74;1.75;2.61;6.82;4.93;3.21;1.87;2.35;4.55;3.12;2.21;2.62;30.49
20412;apuana;paedomorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;39.59;17.34;17.34;6.36;10.12;7.37;5.38;7.21;5.96;4.19;1.67;2.57;5.44;4.12;2.9;2.26;7.26;4.58;3.53;1.9;2.36;5.39;3.4;1.54;2.54;26.6
20411;apuana;paedomorphic;Italy;Costa Rimacina. Luriano. Chindino.Siena. Toscana;38.69;17.6;17.6;7.5;9.91;7.56;5.26;6.94;5.5;4.1;1.75;2.44;5.6;3.95;1.89;2.46;7.25;5.15;3.99;1.78;2.61;5.28;3.43;2;2.96;28.32
1992-2687;apuana;paedomorphic;Italy;Lago Secco. Accumoli;46.05;21.81;21.81;8.25;11.16;8.45;6.45;8.8;6.53;4.46;2.18;3.45;5.6;4.43;2.5;3.24;8.75;5.57;3.82;2.51;3.1;5.81;4.29;2.4;3.61;33.24
1992-2685;apuana;paedomorphic;Italy;Lago Secco. Accumoli;41.52;19.2;19.2;8.1;10.49;7.96;5.89;8.3;6.45;4.3;2.34;3.56;5.49;4.9;2.34;3.92;7.47;6.13;4.11;2.14;3.51;5.24;4.32;2.46;3.99;31.22
1992-2686;apuana;paedomorphic;Italy;Lago Secco. Accumoli;43.92;20.32;20.32;8.87;10.43;8.44;5.77;8.83;5.8;4.21;2.42;3.25;5.24;4.26;2.57;3.67;7.79;5.25;3.89;2.65;4.24;5.26;4.7;2.78;4.36;NA
1992-2754;apuana;paedomorphic;Italy;Lago Secco. Accumoli;39.94;17.69;17.69;7.72;10.41;7.93;5.17;7.47;4.73;3.54;2.19;2.76;4.95;3.53;1.96;2.35;7.17;5;3.26;1.91;3.3;4.83;3.62;2.3;3.46;35.66
1992-2761;apuana;paedomorphic;Italy;Lago Secco. Accumoli;32.63;15.77;15.77;6.68;8.66;6.84;5.13;6.11;4.46;3.11;1.68;2.59;4.42;3.34;2.2;2.55;6.53;4.46;3.14;1.48;2.6;4.56;2.77;1.99;2.74;28.88
1992-2755;apuana;paedomorphic;Italy;Lago Secco. Accumoli;35.46;16.9;16.9;7.99;8.81;7.29;5.2;7.42;5.28;3.6;1.99;2.6;4.6;3.7;2.33;3.5;7.54;5.15;3.12;1.63;2.65;5.62;3.4;2.26;3.5;32.64
1992-2760;apuana;paedomorphic;Italy;Lago Secco. Accumoli;32.39;13.74;13.74;6.9;8.68;5.99;4.62;6.8;4.74;3.39;1.72;2.13;4;2.65;1.72;2.53;7.2;5.11;3.4;1.86;2.53;4.8;2.89;2.6;2.74;26.96
1992-2757;apuana;paedomorphic;Italy;Lago Secco. Accumoli;32.24;15.9;15.9;7.32;9.9;6.96;5.18;6.57;5.39;3.41;1.68;2.44;4.25;2.84;1.89;2.87;6.69;4.74;3;1.38;2.52;4.48;3.4;1.8;2.23;33.23
1992-2756;apuana;paedomorphic;Italy;Lago Secco. Accumoli;32.35;15.27;15.27;7.24;9.14;7.11;5.17;6.49;4.49;3.35;1.89;2.52;3.66;3.1;1.7;2.51;7.11;4.63;2.92;1.71;2.55;4.59;2.88;1.71;2.73;28.52
1992-2758;apuana;paedomorphic;Italy;Lago Secco. Accumoli;34.36;16.83;16.83;6.96;10;7.15;5.15;6.96;5.6;3.21;1.88;2.86;4.6;3.59;2.25;3.31;6.64;5.34;3.12;1.57;2.74;5.2;3.4;1.98;3.2;30.97
1992-2759;apuana;paedomorphic;Italy;Lago Secco. Accumoli;35.2;16.9;16.9;7.31;9.54;7.9;5.48;6.76;5.79;3.72;1.94;2.8;4.91;3.48;2.8;2.93;6.43;5.54;3.6;1.73;2.85;5.16;3.55;2.5;3.4;33.51
1992-2825;apuana;paedomorphic;Italy;Lago Secco. Accumoli;30.12;14.9;14.9;6.77;8.79;6.54;5.9;5.51;4.24;3.5;1.72;1.98;3.59;2.58;1.47;2.16;5.5;NA;NA;NA;NA;3.81;2.62;1.44;2.42;24.64
1992-2935;apuana;paedomorphic;Italy;Lago Secco. Accumoli;30.95;14.15;14.15;7.46;9.19;7.1;4.77;6.64;4.54;3.68;1.57;1.69;4.3;3.32;1.65;2.52;6.39;4.53;3;1.51;2.34;3.73;2.64;1.78;2.68;27.63
1992-2936;apuana;paedomorphic;Italy;Lago Secco. Accumoli;32.39;14.96;14.96;7.8;9.33;7.1;5.36;6.5;4.97;3.29;1.66;2.29;4.53;2.94;1.84;2.73;6.59;4.2;2.82;1.51;2.61;5.2;3.36;1.7;2.72;32.06
1992-2933;apuana;paedomorphic;Italy;Lago Secco. Accumoli;33.79;16.18;16.18;7.19;9.55;7.21;5.4;7.19;4.77;3.1;1.84;2.14;4.71;3.21;1.59;2.46;6.5;4.53;3.45;1.82;2.37;4.79;2.94;1.76;2.76;26.72
1992-2934;apuana;paedomorphic;Italy;Lago Secco. Accumoli;33.3;15.6;15.6;6.82;9.32;7.28;5.44;6.34;4.4;3.3;1.81;2.56;4.75;3.31;1.89;2.79;6.29;5.5;2.89;1.62;1.15;4.16;3.6;1.85;2.38;27.7
1992-2931;apuana;paedomorphic;Italy;Lago Secco. Accumoli;43.9;20.8;20.8;10.14;11.33;9.7;7.15;8.49;6.8;4.86;2.32;3.25;6.25;4.59;2.48;3.21;8.2;6.54;4.25;2.41;3.19;6.7;3.89;2.58;3.39;40.94
1992-2932;apuana;paedomorphic;Italy;Lago Secco. Accumoli;48.23;24.3;23.93;7.56;11.23;9.11;5.21;9.78;6.72;4.85;2.27;3.16;6.52;5.4;2.4;3.88;9.55;7.9;4.7;2.57;3.56;6.96;4.88;2.84;3.68;21.24
1992-2797;apuana;paedomorphic;Italy;Lago Secco. Accumoli;37.28;17.17;17.17;7.74;9.29;7.58;5.18;7.94;5.44;3.79;1.83;2.36;4.71;3.75;2.26;2.63;7.9;4.7;3.28;2.15;3.27;4.53;3.47;2.38;2.98;34.63
1992-2824;apuana;paedomorphic;Italy;Lago Secco. Accumoli;29.66;13.16;13.16;6.54;8.49;6.52;4.57;5.48;3.45;2.67;1.54;1.92;4.17;2.96;1.79;2.56;6.15;4.31;2.89;1.76;1.81;3.9;2.79;2.7;2.86;29.46
1992-2823;apuana;paedomorphic;Italy;Lago Secco. Accumoli;33.27;15.9;15.6;8.83;10.6;7.52;5.64;6.92;4.65;2.97;1.63;2.21;4.64;2.67;1.72;1.94;6.5;4.41;3.28;1.83;2.65;4.39;3.6;1.84;2.59;30.12
1992-2822;apuana;paedomorphic;Italy;Lago Secco. Accumoli;29.38;12.66;12.66;6.73;8.86;6.98;4.45;5.8;4.75;3.15;1.5;2.14;2.9;2.52;1.88;2.51;6.47;4.44;3.7;1.63;2.12;3.19;2.76;1.57;2.3;27.74
176570;apuana;metamorphic;Italy;Mt. Pond above Tarsagno. Parma Prov;42.38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
176571;apuana;metamorphic;Italy;Mt. Pond above Tarsagno. Parma Prov;45.41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
178851;apuana;metamorphic;Italy;Mt. Pond above Tarsagno. Parma Prov;40.22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
178852;apuana;metamorphic;Italy;Mt. Pond above Tarsagno. Parma Prov;45.11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
178853;apuana;metamorphic;Italy;Mt. Pond above Tarsagno. Parma Prov;41.47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
178854;apuana;metamorphic;Italy;Mt. Pond above Tarsagno. Parma Prov;42.39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
178855;apuana;metamorphic;Italy;Mt. Pond above Tarsagno. Parma Prov;45.09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
178856;apuana;metamorphic;Italy;Mt. Pond above Tarsagno. Parma Prov;42.45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
178857;apuana;metamorphic;Italy;Mt. Pond above Tarsagno. Parma Prov;43.56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
178858;apuana;metamorphic;Italy;Mt. Pond above Tarsagno. Parma Prov;43.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
178859;apuana;metamorphic;Italy;Mt. Pond above Tarsagno. Parma Prov;41.71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
191954;apuana;metamorphic;Italy;Becciano. 10 km N Pisa;58.33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
191955;apuana;metamorphic;Italy;Becciano. 10 km N Pisa;53.94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
191956;apuana;metamorphic;Italy;Becciano. 10 km N Pisa;51.96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
191957;apuana;metamorphic;Italy;Becciano. 10 km N Pisa;54.73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1016799;alpestris;paedomorphic;Switzerland;Rüschelzmoos. Ins;45.71;21.49;21.49;7.74;9.29;8.69;4.14;7.15;6.61;4.47;2.23;2.53;5.51;4.45;2.7;3.34;7.25;5.55;3.9;2.33;2.7;5.8;4.38;2.29;3.17;35.25
1016900;alpestris;paedomorphic;Switzerland;Wald (AR);45.05;21.18;21.18;6.89;8.65;7.43;3.5;7.34;5.72;3.59;1.77;2.87;5.51;3.74;2.6;3.37;6.72;6.55;3.81;1.54;2.82;5.49;3.6;2.43;3.3;38.66
1047562;alpestris;paedomorphic;Switzerland;Hergiswald. Kriens;49.48;23.52;23.52;8.35;9.91;9.37;5.54;8.53;7.2;4.77;2.72;3.38;5.91;3.55;2.87;2.39;8.51;7.2;4.1;2.46;3.51;6.51;3.99;2.44;3.56;45.68
1053490;alpestris;paedomorphic;Switzerland;Auried. Kleinbösingen;42.46;20.11;20.11;8.88;8.1;9.34;5.37;6.7;4.91;3.50;2.48;2.64;4.64;3.40;2.51;2.99;5.48;5.5;3.2;2.13;2.84;4.99;2.82;2.10;2.94;36.36
8773-1;alpestris;paedomorphic;Switzerland;Lago Antilone.  Alpi Lepontime. Schweiz;38.31;17.45;17.46;6.26;8.6;6.27;3.71;7.46;4.98;3.71;1.62;1.62;3.95;3.21;1.52;2.32;6.86;4.69;3.4;1.42;2.2;4.36;3.62;1.7;2.24;31.76
8866-1;alpestris;paedomorphic;Bosnia;Jezero b.Trnovo.  Bosnien. Jugoslawien;49.3;22.96;22.47;8.13;12.76;11.1;6.5;9.62;4.93;3.98;1.93;2.29;5.96;4.5;2.2;3.19;9.37;5.63;4.69;2.29;3.37;5.6;4.5;2.33;3.43;38.14
8866-2;alpestris;paedomorphic;Bosnia;Jezero b.Trnovo.  Bosnien. Jugoslawien;42.87;19.4;19.3;8.3;12.19;9.15;5.95;8.27;5.85;4.7;1.51;3.5;5.4;3.42;2.2;3.39;8.28;5.3;3.41;1.78;3.24;4.97;3.74;2.5;3.34;36.18
8866-3;alpestris;paedomorphic;Bosnia;Jezero b.Trnovo.  Bosnien. Jugoslawien;46.19;20.9;20.9;7.57;11.8;10.19;6.1;8.5;5.15;3.78;1.36;2.16;4.87;3.4;1.73;2.86;8.65;5;3.91;1.4;2.47;5.5;3.31;1.59;2.51;40.32
8866-4;alpestris;paedomorphic;Bosnia;Jezero b.Trnovo.  Bosnien. Jugoslawien;46.59;20.71;20.71;8.64;10.27;9.43;4.65;9.79;6.35;4.16;2.11;2.99;6.23;4.28;2.6;2.72;9.24;6.15;4.63;2.6;3.25;6.11;4.26;2.6;2.51;38.75
8866-5;alpestris;paedomorphic;Bosnia;Jezero b.Trnovo.  Bosnien. Jugoslawien;43.47;17.17;17.57;7.67;12.19;9.78;5.16;8.63;5.42;3.63;2.8;3.1;5.77;3.9;2.28;3;8.29;4.93;3.76;2.13;3.76;5.67;3.41;2.32;2.91;34.66
8866-6;alpestris;paedomorphic;Bosnia;Jezero b.Trnovo.  Bosnien. Jugoslawien;42.42;17.6;17.6;7.26;10.99;8.76;5.26;8.38;5.7;3.77;1.88;2.47;6.55;4.17;2.18;3.19;8.31;5.25;3.74;2.11;2.73;6.22;3.5;2.23;3.75;35.57
8866-7;alpestris;paedomorphic;Bosnia;Jezero b.Trnovo.  Bosnien. Jugoslawien;44.95;20.16;19.72;7.48;10.5;9.3;5.9;9.2;5.99;3.95;2.1;3.1;6.19;4.36;2.38;3.14;8.63;6.18;3.71;1.84;2.64;5.9;4.31;2.3;3.96;33.29
8866-8;alpestris;paedomorphic;Bosnia;Jezero b.Trnovo.  Bosnien. Jugoslawien;46.76;20.45;20.45;8.31;12.71;9.2;5.98;9.1;5.97;4.7;1.99;1.99;6.2;4.5;2.15;3.27;8.97;6.4;4.9;1.9;1.56;5.5;3.54;2.42;2.96;39.15
8866-9;alpestris;paedomorphic;Bosnia;Jezero b.Trnovo.  Bosnien. Jugoslawien;48.47;19.94;19.94;8.5;11.87;11.26;5.65;9.67;4.43;4.8;1.97;3.3;5.88;4.23;2.2;3.9;9.89;5.87;4.51;2.29;3.1;5.28;4.1;2.4;3.48;39.23
6278;alpestris;metamorphic;Bosnia;BIH > Südl. Sarajevo < Seen der Trescavica;42.08;18.37;18.64;6.52;9.33;7.88;4.24;8.67;4.65;3.84;1.99;2.48;4.93;3.75;1.86;2.4;8.27;4.84;3.42;1.47;2.81;4.89;3.54;2.18;2.53;32.38
6275;alpestris;metamorphic;Bosnia;BIH > Südl. Sarajevo < Seen der Trescavica;38.37;17.36;17.7;5.31;8.72;7.36;3.69;7.74;5.67;4.1;2.19;2.94;4.52;3.52;2.7;3.2;7.7;5.4;3.39;1.97;2.34;4.8;4.37;1.99;3.28;27.39
6279;alpestris;metamorphic;Bosnia;BIH > Südl. Sarajevo < Seen der Trescavica;36.13;16.85;15.35;5.52;9.1;7.4;3.47;8.4;6.14;4.12;1.7;2.7;4.96;3.71;2.39;2.84;7.94;5.68;3.5;1.77;2.48;5.8;3.53;2.8;2.73;28.65
6280;alpestris;metamorphic;Bosnia;BIH > Südl. Sarajevo < Seen der Trescavica;36.37;16.24;15.68;5.54;8.86;7.17;3.9;7.71;5.17;4.6;1.4;2.58;4.58;3.71;2.4;3.17;7.23;5.17;3.52;2.15;2.74;4.9;3.29;2.2;2.68;NA
6277;alpestris;metamorphic;Bosnia;BIH > Südl. Sarajevo < Seen der Trescavica;34.7;14.31;13.94;5.24;8.16;6.86;3.32;7.55;4.84;3.75;2.12;2.44;5.42;3.82;1.72;2.44;7.21;3.91;3.2;1.96;2.39;4.13;2.70;1.40;3.2;26.96
2409-084;apuana;metamorphic;Italy;Castello di Serravalle à25Km. Ouest Sud-Ouestde Bologne;52.05;25.69;26.93;7.31;10.14;8.26;4.84;8.75;6.16;4.47;2.34;3.29;5.97;4.16;3.2;3.64;9.5;6.13;4.18;2.35;3.47;6.28;4.69;2.69;3.23;39.94
2409-085;apuana;metamorphic;Italy;Castello di Serravalle à25Km. Ouest Sud-Ouestde Bologne;46.42;21.63;21.27;6.43;9.39;8.4;4.9;8.69;5.97;4.34;2.27;3.54;5.42;3.99;2.65;4.3;8.14;6.13;4.18;2.77;3.84;5.62;4.12;2.87;3.79;32.99
2409-086;apuana;metamorphic;Italy;Castello di Serravalle à25Km. Ouest Sud-Ouestde Bologne;42.21;18.79;19.86;6.26;8.38;7.34;4.17;8.5;5.2;3.9;2.65;3.26;4.68;3.58;2.56;3.64;7.73;5.13;3.49;2.86;1.79;4.9;3.46;2.64;3.73;29.94
2409-087;apuana;metamorphic;Italy;Castello di Serravalle à25Km. Ouest Sud-Ouestde Bologne;44.7;20.37;20.37;6.11;9.53;7.61;3.67;8.76;6.31;3.87;2.73;3.94;5.36;3.94;2.71;3.97;8.27;5.99;3.9;2.89;4.1;5.55;4.22;2.82;4.32;34.88
2409-088;apuana;metamorphic;Italy;Castello di Serravalle à25Km. Ouest Sud-Ouestde Bologne;39.75;17.44;17.26;5.6;8.41;6.92;3.57;8.29;5.16;3.78;2.77;3.34;4.63;3.74;2.8;3.7;7.8;5.12;3.42;2.5;3.55;5.7;4.1;2.61;3.68;27.58
2409-089;apuana;metamorphic;Italy;Castello di Serravalle à25Km. Ouest Sud-Ouestde Bologne;42.69;18.67;18.67;5.86;9.4;7.47;3.8;8.86;5.94;4.25;2.64;3.13;5.41;3.93;2.71;3.3;8.2;5.61;3.51;2.7;3.7;5.42;3.77;2.81;3.33;31.9
2409-090;apuana;metamorphic;Italy;Castello di Serravalle à25Km. Ouest Sud-Ouestde Bologne;38.54;17.33;17.33;5.72;8.38;6.92;3.2;8.7;5.13;3.88;2.36;2.86;4.84;3.79;2.56;2.94;7.34;5.17;3.37;2.48;2.83;5.1;3.88;2.81;3.29;21.21
15370;apuana;metamorphic;Italy;lac de ninfa. apennines. italy;46.03;22.31;22.31;7.17;9.96;8.62;4.81;8.62;5.62;4.4;2.1;2.57;5.49;3.61;2.13;2.85;8;5.76;3.59;1.94;2.76;5.51;3.39;2.17;3.4;37.01
14020;apuana;metamorphic;Italy;Laghetto dei Bagni. monte Cimone. Modena. Italia;43.4;18.91;19.8;6.7;9.25;7.16;4.8;7.55;5.6;3.8;2.2;2.98;5.14;4.2;2.55;3.2;7.53;5.85;3.7;2.2;3.2;5.22;3.63;2.16;3.42;28.94
14019;apuana;metamorphic;Italy;Laghetto dei Bagni. monte Cimone. Modena. Italia;41.94;19.88;19.88;6.51;9.28;7.53;4.2;7.32;5.63;4.19;2.18;2.77;5.33;4.14;2.51;3.3;7.72;5.31;3.27;2.5;2.96;4.92;3.66;2.31;3.4;30.6
20526;apuana;metamorphic;Italy;Laghetto dei Bagni. monte Cimone. Modena. Italia;47.1;21.28;21.6;7.12;9.5;8.1;4.47;7.62;5.73;3.82;2.31;2.84;5.78;4.2;2.7;3.72;7.68;6.6;4.58;2.63;3.25;5.38;3.95;2.45;3.31;34.97
14018;apuana;metamorphic;Italy;Laghetto dei Bagni. monte Cimone. Modena. Italia;43.56;19.21;19.21;6.48;9.83;7.46;4.7;8.14;5.86;3.58;1.79;3.12;5.23;4.6;2.37;3.37;7.88;5.68;3.8;1.95;3.1;5.83;3.57;2.12;3.39;30.64
1992-2926;apuana;paedomorphic;Italy;Lago della Selva;33.07;14.8;14.8;6.55;8.26;6.6;4.53;6.49;5.29;3.32;1.85;2.46;4.4;2.98;1.84;1.95;6.46;5.38;3.15;1.55;2.1;4.9;3.53;1.95;2.43;29.1
915-005;alpestris;metamorphic;Switzerland;Lac Noir;43.39;20.32;19.74;6.26;9.36;7.84;4.23;8.6;5.38;3.76;2.98;3.6;5.62;3.77;2.95;3.27;7.79;5.76;3.76;2.56;3.19;5.89;3.72;2.97;3.39;28.9
915-001;alpestris;metamorphic;Switzerland;La Ferrière;51.48;22.27;22.8;7.22;10.35;8.75;4.51;9.33;6.32;4.57;2.97;3.7;6.2;4.92;3.17;3.89;8.85;5.85;4.22;2.76;3.7;6.35;3.92;3;3.8;38.3
741-028a;alpestris;metamorphic;Switzerland;Pinchat;45.31;21.54;21.13;7.72;9.25;8.26;4.46;8.94;5.39;3.94;2.58;2.82;5.1;4.4;3.18;3.71;8.33;5.38;4.3;2.5;3.18;4.77;4.4;2.72;3.81;31.29
877-087n;alpestris;metamorphic;Switzerland;Sta.Maria. Val Muster;59.14;30;30;7.12;10.39;9.63;5.21;9.96;5.84;4.56;2.59;3.9;6.45;4.7;3.27;3.73;9.56;6.35;4.43;3;3.83;6.42;5.2;3.49;3.71;45.57
1119-054;alpestris;metamorphic;Switzerland;La Croue. Arzier;57.33;27.97;27.97;7.96;10.72;10.3;4.94;9.46;6.98;5.19;3.2;2.73;6.31;4.49;3.24;3.39;9.5;6.3;4.72;2.7;3.13;6.37;4.58;3.29;3.29;41.83
